transaction_id,amount,user_id,service,service_type,payment_status,reason,date
RCG_2A6E49DEBC44,620.28,PP0036863,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-22
RCG_026C110B6916,352.02,PP1069944,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-06
RCG_18FE5429DE4C,1997.4,PP0030916,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-03-17
RCG_A45D3EA79047,1557.7,PP1064020,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-10-04
RCG_6F7E3E81E7EB,901.86,PP1051202,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-03-02
RCG_724556981724,328.27,Unknown,Recharge_Bills,Cable Tv,Successful,Successful,2024-07-19
RCG_4451AD4D712B,714.56,PP0029191,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-08-04
RCG_1837F8FA0CDD,1236.43,PP1097384,Recharge_Bills,Dth,Successful,Successful,2024-10-31
RCG_8E9F288F8678,1024.78,PP0021333,Recharge_Bills,Dth,Successful,Successful,2024-05-17
RCG_BD1EA1AFD8AE,1028.56,PP0013364,Recharge_Bills,Dth ,Successful,Successful,2024-02-28
RCG_D3F24B5ED4C6,1117.1,PP1056053,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-06-03
RCG_001C756CAC52,509.72,PP0014225,Recharge_Bills,Cable Tv,Failed,Server error,2024-09-04
RCG_81D286589DF1,74.71,PP0018406,Recharge_Bills,Cable Tv,Successful,Successful,2024-01-19
RCG_E74E1639E5B8,1693.06,PP1058636,Recharge_Bills,Cable Tv,Successful,Successful,2024-08-08
RCG_C3B144173FEA,991.52,PP1070902,Recharge_Bills,Cable Tv,Successful,Successful,2024-10-29
RCG_90541BD105E7,324.12,PP1092398,Recharge_Bills,Dth,Successful,Successful,2024-02-07
RCG_59F0D9291401,455.36,PP1054800,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-14
RCG_2C2B1681828C,1337.9,PP0029919,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-08-20
RCG_13AFFC947013,1218.37,PP0020817,Recharge_Bills,Cable Tv,Successful,Successful,2024-05-14
RCG_9B3402EC5FE9,981.14,PP0034672,Recharge_Bills,Cable Tv,Successful,Successful,2024-03-30
RCG_34576B15B6F1,1267.17,PP0014057,Recharge_Bills,Dth,Successful,Successful,2024-02-23
RCG_CBB9D2CB7C8B,542.93,PP0036149,Recharge_Bills,Cable Tv,Successful,Successful,2024-07-02
RCG_9C0EEF7C228A,1431.68,PP1049486,Recharge_Bills,Cable Tv,Successful,Successful,2024-09-10
RCG_E0AB13A8D647,116.93,PP0040348,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-06-14
RCG_C5BEB89F6BD9,409.14,PP1055727,Recharge_Bills,Dth,Successful,Successful,2024-11-01
RCG_CCA7119ADAC2,554.73,PP0002631,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-06-27
RCG_EE04D7EA288A,238.51,PP0036481,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-28
RCG_6D8510895DE3,504.59,PP0041035,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-14
RCG_A88A589EBE87,185.52,PP0045513,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-28
RCG_509AC09996A8,218.9,PP0039788,Recharge_Bills,Dth,Failed,Insufficient amount,2024-11-03
RCG_03F919BE42E9,80.54,PP0021515,Recharge_Bills,Cable Tv,Successful,Successful,2024-01-06
RCG_D1054AF41464,1929.61,PP1102428,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-09-01
RCG_ADA64054A293,468.08,PP1079238,Recharge_Bills,Dth,Successful,Successful,2024-09-18
RCG_2CE33B5EC270,1445.01,PP0008795,Recharge_Bills,Cable Tv,Successful,Successful,2024-09-03
RCG_B78BBDF87697,53.13,PP0026477,Recharge_Bills,Cable Tv,Successful,Successful,2024-12-09
RCG_F4D05877F116,1984.54,PP0015418,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-03
RCG_019B2A15B6C4,1466.56,PP0005610,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-06-06
RCG_807ACDAEC920,1647.53,PP1067957,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-07
RCG_6D67C67CAE27,1507.5,PP1063408,Recharge_Bills,Cable Tv,Successful,Successful,2024-12-01
RCG_B911DD004829,737.76,PP1096279,Recharge_Bills,Cable Tv,Successful,Successful,2024-04-08
RCG_C5FA46072F44,1764.82,PP0036872,Recharge_Bills,Dth,Successful,Successful,2024-07-19
RCG_0E4D18651E6A,420.61,PP1056729,Recharge_Bills,Cable Tv,Unknown,Successful,2024-02-05
RCG_001FCB8D495C,517.87,PP0034433,Recharge_Bills,Dth,Successful,Successful,2024-07-27
RCG_25A4676486B1,1979.06,PP1094196,Recharge_Bills,Cable Tv,Successful,Successful,2024-10-23
RCG_DEF0F6151E2F,1285.8,PP1054054,Recharge_Bills,Cable Tv,Successful,Successful,2024-05-31
RCG_84CB08A7DE4D,1710.21,PP1082121,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-01
RCG_D0D79760DDA2,806.55,Unknown,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-09-26
RCG_16EFB5CFA833,340.83,PP0019748,Recharge_Bills,Dth,Successful,Successful,2024-08-01
RCG_534CE6BB5178,1672.7,PP1084016,Recharge_Bills,Dth,Successful,Successful,2024-10-01
RCG_D752AAD76367,483.65,PP1094396,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-09
RCG_D20969967872,1397.11,PP0032681,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-07-16
RCG_B0A544215836,853.67,PP0047994,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-02
RCG_4B56B6933B44,919.57,Unknown,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-12-27
RCG_ED4DC37C1A10,1722.84,PP1102577,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-12-11
RCG_6EBC584E1D4F,1473.86,PP1062279,Recharge_Bills,Fastag Recharge,Failed,Wrong PIN,2024-06-19
RCG_EBCB6D911AD3,1910.57,PP1090624,Recharge_Bills,Cable Tv,Successful,Successful,2024-10-31
RCG_513E26103E51,1936.26,PP0010144,Recharge_Bills,Dth,Successful,Successful,2024-09-27
RCG_CF0FECCEAC04,572.75,PP0016225,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-05-02
RCG_64394FA60C1B,533.48,PP1056867,Recharge_Bills,Dth,Successful,Successful,2024-02-13
RCG_63A7EF6C1D29,880.41,PP0033982,Recharge_Bills,Dth,Successful,Successful,2024-11-03
RCG_D9D7B9B427B3,1249.75,PP0010788,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-29
RCG_5EEE5EA996C2,903.0,PP0022485,Recharge_Bills,Dth,Successful,Successful,2024-01-27
RCG_33CA9B98F6B2,650.36,PP1101513,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-09-15
RCG_E7D4777ECA38,721.82,PP1054286,Recharge_Bills,Cable Tv,Successful,Successful,2024-03-05
RCG_747ED7F98302,478.93,PP0003796,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-09-20
RCG_F4B4818CA249,160.13,PP1075559,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-14
RCG_C4FBE10FAB09,1014.3,PP0022562,Recharge_Bills,Dth,Successful,Successful,2024-03-18
RCG_F2F9045E60D1,1550.04,PP0004838,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-09-30
RCG_D85C75296CA2,923.37,PP1082971,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-11-11
RCG_257FBC9E62B3,1135.46,PP0010277,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-23
RCG_FB3C55076DB8,486.59,PP1107368,Recharge_Bills,Dth,Unknown,Successful,2024-01-27
RCG_DB080C5C983D,486.42,PP0035941,Recharge_Bills,Dth,Successful,Successful,2024-10-21
RCG_767109DF4D38,754.81,PP1070124,Recharge_Bills,Mobile Recharge ,Successful,Successful,2024-09-04
RCG_0F50954A1533,298.0,PP0012580,Recharge_Bills,Cable Tv,Successful,Successful,2024-04-10
RCG_8EBB6CDC1E8C,936.33,PP0030494,Recharge_Bills,Cable Tv,Successful,Successful,2024-01-12
RCG_3D8FA83843A1,1014.3,PP0004512,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-12-16
RCG_A17E9657A7E7,1014.3,PP1072322,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-30
RCG_0AC6FB0CF0BC,896.12,PP0011411,Recharge_Bills,Cable Tv,Successful,Successful,2024-11-10
RCG_0CE2FB794D30,686.6,PP0011812,Recharge_Bills,Dth,Successful,Successful,2024-09-23
RCG_6F3C3B918DC8,549.97,PP1067650,Recharge_Bills,Fastag Recharge,Failed,Server error,2024-01-23
RCG_60FF2DBAD44C,760.64,PP1094788,Recharge_Bills,Dth,Successful,Successful,2024-08-14
RCG_8C2A580313FA,521.86,PP0038637,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-09-20
RCG_A4C041F953AD,1848.46,PP1084434,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-11
RCG_EEC24EF84650,377.39,PP0026227,Recharge_Bills,Dth,Unknown,Successful,2024-01-02
RCG_40BD39220EB9,166.98,PP1072052,Recharge_Bills,Fastag Recharge,Failed,Insufficient amount,2024-05-11
RCG_8A268BE94630,1074.97,PP1071612,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-03-10
RCG_E317AD8B25DB,716.27,PP1065357,Recharge_Bills,Cable Tv,Unknown,Successful,2024-06-29
RCG_0E2034D749AA,510.49,PP0019063,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-06-05
RCG_9B8400A7FFDC,1850.9,PP1069776,Recharge_Bills,Dth,Successful,Successful,2024-05-26
RCG_91D907E9A19D,1282.29,PP1099213,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-26
RCG_331399C15AD7,1600.59,PP0023612,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-08
RCG_24BC653344AD,1155.24,PP0046426,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-16
RCG_C343463CB939,1014.3,PP1050364,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-11
RCG_DE5D370F440D,242.0,PP0027163,Recharge_Bills,Fastag Recharge ,Successful,Successful,2024-12-28
RCG_24F40C829C8B,1581.89,PP1049552,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-12-30
RCG_D9E1FC279878,940.0,PP1106364,Recharge_Bills,Dth,Successful,Successful,2024-04-22
RCG_A6DAC2B2BD63,293.25,PP1063945,Recharge_Bills,Dth,Successful,Successful,2024-03-26
RCG_D5ABD5E7600B,1780.09,PP0000103,Recharge_Bills,Dth,Successful,Successful,2024-08-16
RCG_55F592DCA11C,1420.5,PP0004960,Recharge_Bills,Dth,Successful,Successful,2024-06-15
RCG_F4DD23E5CF99,398.3,PP1105091,Recharge_Bills,Dth,Successful,Successful,2024-02-24
RCG_02C111F08540,746.92,PP0038631,Recharge_Bills,Dth,Successful,Successful,2024-09-14
RCG_2F190054DA32,1585.61,PP0006374,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-28
RCG_7943E7C1A5BF,310.16,PP0002344,Recharge_Bills,Fastag Recharge,Successful,Unknown,2024-11-19
RCG_677D9A0A7DA1,893.43,PP1097188,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-26
RCG_BF45BC0A583D,1822.59,PP1097490,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-05
RCG_4D24F7FC22F2,1550.27,PP1067968,Recharge_Bills,Cable Tv,Successful,Successful,2024-05-19
RCG_230FBED681D2,1444.09,PP0002984,Recharge_Bills,Cable Tv,Successful,Successful,2024-03-05
RCG_23C88D494200,338.65,PP1075486,Recharge_Bills,Dth,Successful,Successful,2024-12-11
RCG_781745F1FB79,1526.89,PP0020968,Recharge_Bills,Cable Tv,Successful,Successful,2024-03-30
RCG_3704C832E572,1493.0,PP0032008,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-18
RCG_69CF21A34A97,1081.76,PP0020398,Recharge_Bills,Mobile Recharge,Failed,Wrong PIN,2024-06-27
RCG_AF1734C0CA46,1606.05,PP1060688,Recharge_Bills,Cable Tv,Successful,Successful,2024-04-14
RCG_4416BA5E02FC,1728.84,PP1066284,Recharge_Bills,Dth,Successful,Successful,2024-10-18
RCG_CC738E4C3C30,273.05,PP1099366,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-02-06
RCG_FFA24920427C,1875.2,PP0008993,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-12-22
RCG_759CE8F580DF,48.14,PP1064104,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-01
RCG_E0C7D4F14749,1098.83,PP1055628,Recharge_Bills,Dth,Successful,Successful,2024-11-16
RCG_C8CFA0225E96,1893.62,PP0023846,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-12-09
RCG_1BE1855AEBA6,1948.92,PP1051502,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-02-28
RCG_A97A06174273,565.89,PP0029052,Recharge_Bills,Dth,Successful,Successful,2024-07-13
RCG_11D82D7E9C9F,959.69,PP0039651,Recharge_Bills,Cable Tv,Successful,Successful,2024-11-02
RCG_5886FD894469,1509.7,PP0044696,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-15
RCG_CE9F52D6D814,1014.3,PP1058776,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-08-02
RCG_7A23F5C41D11,131.79,PP0005545,Recharge_Bills,Cable Tv,Successful,Successful,2024-06-06
RCG_948F341E7710,1417.3,PP1051129,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-30
RCG_F3D64E1FC93A,1300.59,PP1078026,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-08-06
RCG_4C9120CC337F,509.41,PP0038364,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-05-16
RCG_845C3B53B5B3,428.2,PP1097440,Recharge_Bills,Dth,Successful,Successful,2024-03-16
RCG_48A1D27A302F,1326.98,PP1072130,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-10-26
RCG_0DA79EF65B05,278.96,PP1049989,Recharge_Bills,Dth,Successful,Successful,2024-05-07
RCG_C8B792745806,891.78,PP0033084,Recharge_Bills,Dth,Successful,Successful,2024-10-29
RCG_39607915256F,394.91,PP1102385,Recharge_Bills,Cable Tv,Successful,Successful,2024-08-17
RCG_431812B6E212,400.76,PP1099040,Recharge_Bills,Dth,Successful,Successful,2024-08-01
RCG_D8AE93B99DEC,1467.01,PP0008212,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-09-21
RCG_03B3336A2921,1925.85,PP1102504,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-18
RCG_961AA2A3B14D,1198.63,PP0015768,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-26
RCG_3DC0C7BD386F,1240.0,PP1065638,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-01-02
RCG_A74FDE4B00C3,176.95,PP1059236,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-28
RCG_2F3D6976530E,1814.47,PP0034972,Recharge_Bills,Cable Tv,Successful,Successful,2024-07-03
RCG_7BECB670E042,1607.32,PP0003481,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-12-11
RCG_EE1F5EE225F3,381.15,PP1056089,Recharge_Bills,Dth,Successful,Successful,2024-11-17
RCG_17115661AE01,761.42,PP1052560,Recharge_Bills,Fastag Recharge,Successful,Unknown,2024-11-25
RCG_1D21A13662C3,1455.96,PP1098906,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-05
RCG_A4344C35D863,680.52,PP1088804,Recharge_Bills,Cable Tv,Successful,Successful,2024-11-06
RCG_A14C539223C0,1939.11,PP0005467,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-23
RCG_8EA227A2198D,161.53,PP1075930,Recharge_Bills,Dth,Successful,Successful,2024-08-19
RCG_4F9BA1489EEA,91.39,PP1094934,Recharge_Bills,Dth,Successful,Successful,2024-01-06
RCG_962719B4AE7E,1696.94,PP0016605,Recharge_Bills,Dth,Successful,Successful,2024-08-24
RCG_D84F85F5FFE5,1979.54,PP0025654,Recharge_Bills,Dth,Successful,Successful,2024-02-15
RCG_FCB943F0EFA6,1579.91,PP0049763,Recharge_Bills,Cable Tv,Successful,Successful,2024-09-10
RCG_B8844201582D,1453.91,PP1060957,Recharge_Bills,Cable Tv,Successful,Successful,2024-12-16
RCG_835C2B1C0B22,1456.6,PP1069398,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-05-01
RCG_02D785EB629A,782.97,PP1097961,Recharge_Bills,Dth,Successful,Unknown,2024-04-21
RCG_CBA228FF0AC5,1681.12,PP1082821,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-12-16
RCG_B555A4740FF6,476.71,PP0038952,Recharge_Bills,Dth,Successful,Successful,2024-12-01
RCG_F5851374DE55,1563.66,PP0016233,Recharge_Bills,Dth,Successful,Successful,2024-10-10
RCG_5D1FCE33E9BC,1909.23,PP1062222,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-08
RCG_DD88B3C51A7E,1214.24,PP1095678,Recharge_Bills,Fastag Recharge,Failed,Insufficient amount,2024-01-10
RCG_E8E56C156024,780.47,PP1103387,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-07-26
RCG_0B3F2618FFCB,1014.3,PP1084010,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-07-25
RCG_4D3BBEDFF010,169.3,PP0035999,Recharge_Bills,Dth,Successful,Successful,2024-07-21
RCG_333906270B46,1368.75,PP0029621,Recharge_Bills,Fastag Recharge ,Successful,Successful,2024-02-27
RCG_546B7BE611BF,1390.34,PP1093638,Recharge_Bills,Dth,Successful,Successful,2024-07-30
RCG_E6294DF25161,1615.84,PP1063469,Recharge_Bills,Dth,Successful,Successful,2024-11-13
RCG_2A9AB4DAC9D1,254.32,PP0003758,Recharge_Bills,Cable Tv,Successful,Successful,2024-03-31
RCG_AFC14ACEFE27,1453.15,PP0023130,Recharge_Bills,Dth,Successful,Successful,2024-12-13
RCG_0DC80DB92FB1,645.53,PP1063606,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-19
RCG_060F0E5E8645,411.0,PP1084451,Recharge_Bills,Dth,Successful,Successful,2024-12-28
RCG_674609B418E0,521.4,PP0038577,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-03
RCG_D9F646291FCB,1537.59,PP1083507,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-26
RCG_7B45F071C745,852.93,PP1063503,Recharge_Bills,Cable Tv,Successful,Successful,2024-07-11
RCG_ED50766CA590,665.67,PP0019892,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-07-25
RCG_DC8024E1CC48,707.35,PP1090182,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-03-01
RCG_DC5476BD8D7F,1264.47,PP0004105,Recharge_Bills,Dth,Successful,Successful,2024-10-22
RCG_05D984989AFB,904.06,PP1084968,Recharge_Bills,Dth,Successful,Successful,2024-10-15
RCG_12A80487AA3F,837.44,PP0017566,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-08-28
RCG_8AEEA2C4B980,330.03,PP1076753,Recharge_Bills,Cable Tv,Successful,Successful,2024-06-08
RCG_1695B1850EBF,1034.31,PP0012986,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-25
RCG_BF48CCE86BCF,474.2,PP0036325,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-11-01
RCG_BF21D8C3EA1B,620.09,PP1085569,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-08-13
RCG_3C58184F7369,556.18,PP0013362,Recharge_Bills,Dth,Failed,Server error,2024-04-21
RCG_B8E51B602710,1401.91,PP1078759,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-02-20
RCG_AB6EA71A31E6,615.48,PP1084384,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-03-24
RCG_8383470CFBD1,1209.08,PP0031690,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-06-09
RCG_D237F033D42B,569.83,PP1063204,Recharge_Bills,Cable Tv,Successful,Successful,2024-05-19
RCG_C8D4D95A3E5F,1014.3,PP1065825,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-06-01
RCG_5A05E7B39E0E,69.46,PP1054934,Recharge_Bills,Cable Tv,Successful,Successful,2024-10-14
RCG_7670E0C9151D,986.85,PP0019832,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-11-22
RCG_68DF22ACA7DE,1164.61,PP1097096,Recharge_Bills,Dth,Successful,Successful,2024-07-19
RCG_E44668AE2655,1004.91,PP0032758,Recharge_Bills,Cable Tv,Successful,Successful,2024-04-01
RCG_797E30C3AC3F,1686.69,PP1070709,Recharge_Bills,Cable Tv,Successful,Successful,2024-05-03
RCG_11391ABFC3CD,1884.34,PP0047768,Recharge_Bills,Cable Tv,Successful,Successful,2024-11-30
RCG_67F421D7A4EF,363.3,PP0042073,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-08-19
RCG_73A1C8E009E9,584.27,PP0042752,Recharge_Bills,Cable Tv,Successful,Successful,2024-07-21
RCG_05E8B1E50E3F,1471.59,PP0038812,Recharge_Bills,Fastag Recharge,Failed,Wrong PIN,2024-08-29
RCG_E2ACE8627E2E,660.24,PP1101432,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-02-22
RCG_467BFE193B44,616.28,PP1076387,Recharge_Bills,Dth,Successful,Successful,2024-03-16
RCG_7DD89B738F2E,1757.64,PP1074915,Recharge_Bills,Dth,Successful,Successful,2024-09-20
RCG_021E24E2FC27,1259.57,PP0003487,Recharge_Bills,Cable Tv,Successful,Successful,2024-01-11
RCG_DDF6DD58874F,515.43,PP1099450,Recharge_Bills,Dth,Successful,Successful,2024-03-20
RCG_F215A9B2A880,1576.85,PP0010543,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-08
RCG_36A48EA0E45E,1211.02,PP1073079,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-15
RCG_04136630EAAC,1473.06,PP0021295,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-12-18
RCG_EC06A6059D20,1009.49,PP1092636,Recharge_Bills,Dth,Successful,Successful,2024-12-04
RCG_C754AE957F6B,1506.44,PP0000282,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-08-13
RCG_4D68864BDA14,1039.36,PP1079939,Recharge_Bills,Cable Tv,Successful,Successful,2024-04-21
RCG_BADB1E02F6AF,1541.14,PP0019910,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-06-25
RCG_5BB1CD30AB82,878.78,PP0016377,Recharge_Bills,Mobile Recharge,Failed,Wrong PIN,2024-04-21
RCG_CC359C103B50,513.81,PP1062857,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-12-26
RCG_7C6651CC8FAD,1262.53,PP1052326,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-02-27
RCG_3E1EC6016734,1670.44,PP0048109,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-01-10
RCG_EB249C3FF332,1052.56,PP0010249,Recharge_Bills,Cable Tv,Successful,Successful,2024-04-26
RCG_6AAB472096A7,214.84,PP0014989,Recharge_Bills,Mobile Recharge,Unknown,Successful,2024-03-08
RCG_B0DE3CF03552,764.32,PP0041843,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-12-17
RCG_F9688BD73463,1363.52,PP1090364,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-07-09
RCG_581CCC597DDC,720.82,PP0030987,Recharge_Bills,Cable Tv,Successful,Successful,2024-12-13
RCG_3D6F6EAF8F28,1838.88,PP1079165,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-02-08
RCG_CE23E2C8F359,389.62,PP0040960,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-08-28
RCG_4DBED4559C7D,1780.26,PP1059878,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-09-22
RCG_CAA7DD82867D,376.29,PP0039791,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-30
RCG_33E45FE671D7,1230.14,PP0000940,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-10-01
RCG_E6C42F555A5D,1631.03,PP1083040,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-04-19
RCG_4A017BC5D351,624.26,PP0011449,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-02-20
RCG_E85129C75548,1335.38,PP1064608,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-02-28
RCG_930DA971A1DF,443.16,PP0046461,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-21
RCG_CD68276080F6,1263.52,PP1077908,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-02-12
RCG_504831976F1F,1539.57,PP1085214,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-09-04
RCG_0C8B5CF249BA,868.66,PP0019297,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-07-29
RCG_6CBA52D225DA,1014.3,PP1099078,Recharge_Bills,Cable Tv,Successful,Successful,2024-01-31
RCG_06B60C0DA40C,1539.48,PP0028231,Recharge_Bills,Mobile Recharge,Successful,Unknown,2024-02-15
RCG_18DDA9EF93A8,957.34,PP1080499,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-10-01
RCG_1E2C333A9F37,1412.44,PP0006299,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-07
RCG_26091377B521,385.5,PP0008087,Recharge_Bills,Mobile Recharge,Successful,Successful,2024-11-16
RCG_CABD8DF2F5B4,1915.32,PP0016075,Recharge_Bills,Cable Tv,Successful,Successful,2024-02-17
RCG_85F29D43B33E,1284.25,PP1051726,Recharge_Bills,Dth,Successful,Successful,2024-12-08
RCG_A627E8B073AF,541.81,PP1062354,Recharge_Bills,Cable Tv,Successful,Unknown,2024-01-13
RCG_45C51895F42F,795.92,PP1061118,Recharge_Bills,Cable Tv,Successful,Successful,2024-01-19
RCG_F4A846BA3A4D,1710.91,PP0026145,Recharge_Bills,Fastag Recharge,Unknown,Successful,2024-06-20
RCG_0369E3F97423,1753.71,PP1063952,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-10-21
RCG_3A2362D1F7A7,1334.85,PP0025822,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-05-21
RCG_4DF6326B94C9,1971.43,PP1069127,Recharge_Bills,Cable Tv,Successful,Unknown,2024-09-17
RCG_27A644DAD590,76.17,PP0043962,Recharge_Bills,Dth,Successful,Successful,2024-05-05
RCG_65ADC027ED21,1896.08,PP0031483,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-02-18
RCG_5ADD6A0F0533,957.24,PP1079604,Recharge_Bills,Cable Tv,Successful,Successful,2024-11-22
RCG_9EF43CF331D2,1700.51,PP1058458,Recharge_Bills,Dth,Successful,Successful,2024-06-04
RCG_0CF3ED0531A7,478.87,PP1098858,Recharge_Bills,Cable Tv ,Successful,Successful,2024-10-22
RCG_31E5A77F9265,1669.3,PP0025046,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-01-23
RCG_F53031BB23BF,1014.3,PP1085843,Recharge_Bills,Fastag Recharge,Successful,Successful,2024-04-22
RCG_2E148FB0B47C,1420.64,PP1080537,Recharge_Bills,Cable Tv ,Successful,Successful,2024-11-12
RCG_233F61D1E549,667.75,PP1105378,Recharge_Bills,Dth,Failed,Wrong PIN,2024-08-01
RCG_CB53DEEE6920,632.28,PP0046524,Recharge_Bills,Dth,Successful,Successful,2024-01-25
RCG_828E42F1A814,1627.01,PP0025636,Recharge_Bills,Cable Tv,Successful,Successful,2024-12-26
